name,course_type,institute_name,institute_tier,cgpa,cgpa_scale,year_of_grad,internship_count,internship_months,internship_employer_type,certifications,region,loan_amount,loan_emi,placed_3m,placed_6m,placed_12m,salary_lpa
Student_00235,MBA,State Engineering College 35,2,8.53,10.0,2026,1,6,MNC,5,East,18.31,0.22,1,1,1,8.06
Student_00236,Engineering,State Engineering College 36,2,7.9,10.0,2026,2,6,PSU,2,South,14.13,0.17,0,1,1,
Student_00237,MBA,Regional Institute 37,2,7.22,10.0,2026,1,6,Startup,2,West,20.88,0.25,1,1,1,6.78
Student_00238,MBA,IIT 38,1,6.31,10.0,2026,1,2,PSU,3,South,30.5,0.37,1,1,1,15.51
Student_00239,MCA,University 39,2,9.39,10.0,2024,0,0,,4,East,9.24,0.11,1,1,1,6.49
Student_00240,Engineering,BITS 40,1,6.52,10.0,2026,3,6,Startup,2,East,22.5,0.27,1,1,1,8.27
Student_00241,MBA,State Engineering College 41,2,7.89,10.0,2025,0,0,,3,North,21.54,0.26,1,1,1,12.34
Student_00242,Engineering,University 42,2,8.53,10.0,2025,1,2,Startup,3,East,13.33,0.16,1,1,1,7.2
Student_00243,MBA,College of 43,3,7.92,10.0,2024,3,15,MNC,2,South,11.62,0.14,0,0,1,
Student_00244,MCA,State Engineering College 44,2,8.19,10.0,2025,1,5,MNC,3,West,10.05,0.12,0,1,1,
Student_00245,Engineering,College of 45,3,7.42,10.0,2024,3,15,PSU,2,West,11.18,0.13,1,1,1,3.76
Student_00246,Engineering,University 46,2,7.82,10.0,2026,4,12,PSU,5,North,15.97,0.19,1,1,1,11.37
Student_00247,Engineering,University 47,2,6.18,10.0,2025,2,6,Startup,2,North,13.21,0.16,0,1,1,
Student_00248,Engineering,State Engineering College 48,2,7.08,10.0,2025,0,0,,3,Central,14.3,0.17,1,1,1,7.17
Student_00249,MBA,College of 49,3,6.92,10.0,2025,1,2,MNC,4,East,15.09,0.18,0,1,1,
Student_00250,MBA,State Engineering College 50,2,5.67,10.0,2024,3,15,PSU,2,North,18.11,0.22,1,1,1,8.85
Student_00251,MCA,State Engineering College 51,2,8.68,10.0,2026,1,6,Startup,4,North,10.83,0.13,1,1,1,8.09
Student_00252,Engineering,Institute of 52,3,10.0,10.0,2026,4,20,Startup,5,North,11.6,0.14,1,1,1,3.95
Student_00253,MBA,IIT 53,1,7.96,10.0,2024,3,18,Startup,3,East,30.83,0.37,1,1,1,21.77
Student_00254,MBA,Academy of 54,3,5.72,10.0,2025,2,6,Startup,2,West,13.75,0.16,1,1,1,3.24
Student_00255,MSc,State Engineering College 55,2,6.23,10.0,2025,0,0,,2,East,6.9,0.08,0,1,1,
Student_00256,MBA,Regional Institute 56,2,9.28,10.0,2025,0,0,,4,South,16.15,0.19,0,1,1,
Student_00257,MCA,Academy of 57,3,9.36,10.0,2026,3,18,MNC,4,South,7.26,0.09,1,1,1,6.13
Student_00258,MBA,Regional Institute 58,2,6.53,10.0,2026,3,18,NGO,3,South,17.6,0.21,0,1,1,
Student_00259,MBA,State Engineering College 59,2,7.32,10.0,2026,4,20,MNC,1,West,19.08,0.23,0,1,1,
Student_00260,Engineering,BITS 60,1,6.71,10.0,2024,1,5,Startup,2,Central,18.08,0.22,1,1,1,8.95
Student_00261,Engineering,IIT 61,1,8.15,10.0,2025,0,0,,2,South,26.78,0.32,1,1,1,8.87
Student_00262,Engineering,BITS 62,1,7.74,10.0,2025,2,8,Startup,2,North,19.3,0.23,1,1,1,13.39
Student_00263,Engineering,University 63,2,7.39,10.0,2024,1,2,PSU,3,South,15.28,0.18,1,1,1,4.06
Student_00264,Engineering,Academy of 64,3,6.21,10.0,2026,0,0,,2,West,10.6,0.13,1,1,1,4.68
Student_00265,MBA,Regional Institute 65,2,8.4,10.0,2025,1,3,MNC,3,South,23.12,0.28,1,1,1,17.64
Student_00266,MBA,College of 66,3,9.57,10.0,2025,5,25,MNC,4,South,14.43,0.17,0,1,1,
Student_00267,Engineering,Regional Institute 67,2,7.59,10.0,2026,1,3,MNC,4,East,13.32,0.16,1,1,1,8.26
Student_00268,MCA,Regional Institute 68,2,6.33,10.0,2025,1,6,Startup,2,North,8.8,0.11,1,1,1,6.44
Student_00269,Engineering,State Engineering College 69,2,5.5,10.0,2025,6,30,PSU,0,South,13.02,0.16,1,1,1,7.96
Student_00270,Engineering,IIT 70,1,7.06,10.0,2024,1,5,Startup,3,West,26.36,0.32,1,1,1,14.25
Student_00271,MCA,College of 71,3,6.96,10.0,2024,1,5,PSU,1,East,6.7,0.08,1,1,1,5.46
Student_00272,Engineering,Academy of 72,3,6.92,10.0,2025,1,6,PSU,4,Central,8.77,0.11,0,0,1,
Student_00273,Engineering,Regional Institute 73,2,5.49,10.0,2024,1,5,Startup,2,North,15.6,0.19,1,1,1,4.59
Student_00274,Engineering,Regional Institute 74,2,8.31,10.0,2025,2,10,Startup,1,South,14.66,0.18,1,1,1,7.03
Student_00275,MSc,Regional Institute 75,2,8.7,10.0,2024,0,0,,4,Central,6.92,0.08,1,1,1,5.36
Student_00276,Engineering,Regional Institute 76,2,7.6,10.0,2026,3,9,MNC,4,North,14.77,0.18,1,1,1,3.0
Student_00277,MCA,Institute of 77,3,8.51,10.0,2025,2,4,Startup,3,Central,6.09,0.07,0,1,1,
Student_00278,Engineering,University 78,2,6.34,10.0,2026,2,4,MNC,1,South,17.59,0.21,1,1,1,7.99
Student_00279,MBA,College of 79,3,9.0,10.0,2024,3,6,MNC,5,West,14.48,0.17,1,1,1,5.54
Student_00280,MCA,University 80,2,7.2,10.0,2024,4,12,PSU,2,East,8.58,0.1,1,1,1,5.11
Student_00281,Engineering,BITS 81,1,8.41,10.0,2025,1,6,Startup,4,East,21.16,0.25,1,1,1,12.73
Student_00282,MCA,University 82,2,9.09,10.0,2025,1,2,PSU,5,Central,11.05,0.13,1,1,1,8.07
Student_00283,Engineering,College of 83,3,6.2,10.0,2024,0,0,,0,East,9.71,0.12,0,0,0,
Student_00284,Engineering,State Engineering College 84,2,8.93,10.0,2025,2,10,MNC,4,Central,14.13,0.17,1,1,1,12.68
Student_00285,MCA,Regional Institute 85,2,8.89,10.0,2025,2,4,Startup,4,South,8.87,0.11,1,1,1,6.69
Student_00286,MSc,University 86,2,6.95,10.0,2026,0,0,,2,South,7.42,0.09,1,1,1,5.28
Student_00287,MCA,Institute of 87,3,6.45,10.0,2025,0,0,,2,South,6.48,0.08,0,1,1,
Student_00288,MCA,IIT 88,1,6.16,10.0,2024,1,6,Startup,0,Central,14.6,0.18,1,1,1,8.67
Student_00289,MBA,State Engineering College 89,2,9.39,10.0,2025,2,8,Startup,4,West,22.86,0.27,1,1,1,8.62
Student_00290,Engineering,College of 90,3,6.7,10.0,2025,0,0,,2,East,10.33,0.12,0,0,1,
Student_00291,Engineering,State Engineering College 91,2,6.34,10.0,2026,2,4,MNC,1,South,14.36,0.17,0,1,1,
Student_00292,Engineering,BITS 92,1,6.75,10.0,2025,2,8,MNC,3,Central,18.32,0.22,1,1,1,8.29
Student_00293,Engineering,Institute of 93,3,6.34,10.0,2026,1,4,MNC,2,North,10.87,0.13,0,1,1,
Student_00294,Engineering,State Engineering College 94,2,7.55,10.0,2024,1,5,Startup,2,West,16.9,0.2,1,1,1,8.03
Student_00295,Engineering,Institute of 95,3,7.37,10.0,2026,1,3,Startup,2,West,11.31,0.14,1,1,1,3.39
Student_00296,Engineering,State Engineering College 96,2,6.72,10.0,2024,3,9,Startup,3,North,16.18,0.19,1,1,1,5.34
Student_00297,MCA,NIT 97,1,5.92,10.0,2024,2,8,Startup,3,West,12.63,0.15,1,1,1,10.63
Student_00298,Engineering,NIT 98,1,8.06,10.0,2025,0,0,,1,North,19.06,0.23,1,1,1,23.66
Student_00299,MBA,IIT 99,1,8.99,10.0,2026,3,9,Startup,5,East,35.21,0.42,1,1,1,13.96
Student_00300,MCA,State Engineering College 00,2,7.77,10.0,2026,0,0,,2,North,8.84,0.11,0,1,1,
Student_00301,Engineering,Institute of 01,3,9.03,10.0,2024,1,3,MNC,5,Central,9.76,0.12,1,1,1,6.37
Student_00302,MBA,University 02,2,7.43,10.0,2026,1,6,Startup,2,North,18.66,0.22,1,1,1,11.29
Student_00303,Engineering,State Engineering College 03,2,7.45,10.0,2025,0,0,,4,North,13.78,0.17,1,1,1,4.74
Student_00304,MSc,State Engineering College 04,2,7.73,10.0,2025,0,0,,2,East,6.69,0.08,0,1,1,
Student_00305,Engineering,University 05,2,8.25,10.0,2025,0,0,,3,South,17.4,0.21,1,1,1,7.0
Student_00306,MSc,Academy of 06,3,8.92,10.0,2024,1,4,MNC,3,South,4.58,0.05,1,1,1,5.66
Student_00307,Engineering,State Engineering College 07,2,7.4,10.0,2024,2,8,MNC,2,South,15.24,0.18,1,1,1,3.0
Student_00308,MBA,College of 08,3,7.6,10.0,2025,0,0,,3,South,11.73,0.14,0,1,1,
Student_00309,Engineering,State Engineering College 09,2,8.16,10.0,2025,0,0,,1,South,16.87,0.2,0,0,1,
Student_00310,MBA,State Engineering College 10,2,6.52,10.0,2024,1,4,MNC,3,East,18.05,0.22,1,1,1,4.97
Student_00311,MBA,Institute of 11,3,7.64,10.0,2026,2,12,PSU,4,North,13.88,0.17,1,1,1,5.78
Student_00312,Engineering,Regional Institute 12,2,6.48,10.0,2024,0,0,,2,South,14.99,0.18,0,0,1,
Student_00313,Engineering,Regional Institute 13,2,7.6,10.0,2026,1,2,NGO,3,North,14.02,0.17,1,1,1,9.57
Student_00314,MBA,College of 14,3,8.4,10.0,2025,4,20,Startup,4,West,16.63,0.2,1,1,1,6.98
Student_00315,Engineering,Regional Institute 15,2,6.33,10.0,2025,1,4,Startup,5,South,15.96,0.19,1,1,1,3.61
Student_00316,MBA,State Engineering College 16,2,5.87,10.0,2025,0,0,,2,Central,19.82,0.24,0,1,1,
Student_00317,Engineering,State Engineering College 17,2,5.34,10.0,2026,0,0,,1,North,12.35,0.15,1,1,1,8.58
Student_00318,MBA,Regional Institute 18,2,8.7,10.0,2024,2,8,Startup,4,North,20.47,0.25,1,1,1,10.88
Student_00319,MBA,College of 19,3,9.15,10.0,2025,1,2,PSU,5,South,12.75,0.15,0,1,1,
Student_00320,Engineering,Institute of 20,3,5.65,10.0,2025,2,10,MNC,1,South,11.8,0.14,0,0,1,
Student_00321,Engineering,Institute of 21,3,6.69,10.0,2026,2,8,MNC,2,West,10.25,0.12,0,1,1,
Student_00322,Engineering,NIT 22,1,7.02,10.0,2025,1,3,PSU,2,West,23.45,0.28,1,1,1,11.6
Student_00323,MBA,Regional Institute 23,2,8.19,10.0,2024,1,6,Startup,3,South,17.31,0.21,1,1,1,9.3
Student_00324,Engineering,NIT 24,1,6.53,10.0,2024,1,6,NGO,3,South,26.95,0.32,1,1,1,14.87
Student_00325,Engineering,University 25,2,10.0,10.0,2026,0,0,,5,West,14.71,0.18,0,1,1,
Student_00326,Engineering,University 26,2,6.11,10.0,2026,5,20,PSU,2,North,13.72,0.16,1,1,1,11.86
Student_00327,Engineering,University 27,2,8.88,10.0,2026,2,4,MNC,2,East,14.36,0.17,1,1,1,6.4
Student_00328,MBA,University 28,2,8.24,10.0,2025,2,6,Startup,3,West,23.69,0.28,1,1,1,13.21
Student_00329,MBA,Academy of 29,3,10.0,10.0,2025,1,4,MNC,5,South,16.05,0.19,0,1,1,
Student_00330,MBA,NIT 30,1,7.29,10.0,2025,0,0,,3,South,25.6,0.31,1,1,1,10.99
Student_00331,MSc,IIT 31,1,9.45,10.0,2025,3,12,Startup,5,South,11.86,0.14,1,1,1,6.71
Student_00332,MBA,State Engineering College 32,2,7.82,10.0,2025,0,0,,3,North,18.09,0.22,0,1,1,
Student_00333,MBA,Regional Institute 33,2,9.15,10.0,2024,2,12,NGO,5,East,19.32,0.23,1,1,1,11.52
Student_00334,Engineering,College of 34,3,7.12,10.0,2024,0,0,,4,East,11.4,0.14,1,1,1,4.08
Student_00335,MBA,State Engineering College 35,2,7.06,10.0,2026,1,4,Startup,3,East,18.37,0.22,1,1,1,7.29
Student_00336,Engineering,University 36,2,6.37,10.0,2024,2,12,Startup,2,East,13.03,0.16,1,1,1,5.37
Student_00337,Engineering,University 37,2,6.67,10.0,2025,1,2,MNC,2,South,16.24,0.19,1,1,1,4.87
Student_00338,MCA,University 38,2,7.71,10.0,2024,0,0,,2,North,8.23,0.1,0,1,1,
Student_00339,Engineering,IIT 39,1,7.67,10.0,2026,1,5,Startup,3,North,19.89,0.24,1,1,1,9.58
Student_00340,MBA,Academy of 40,3,5.47,10.0,2024,2,4,MNC,1,North,14.74,0.18,0,1,1,
Student_00341,Engineering,Institute of 41,3,6.31,10.0,2026,1,4,MNC,2,Central,11.61,0.14,0,0,1,
Student_00342,MBA,IIT 42,1,7.05,10.0,2024,1,2,MNC,3,North,27.63,0.33,1,1,1,15.48
Student_00343,MCA,College of 43,3,7.76,10.0,2025,1,3,NGO,3,South,5.94,0.07,0,1,1,
Student_00344,Engineering,University 44,2,7.95,10.0,2026,2,8,PSU,2,South,16.23,0.19,1,1,1,8.03
Student_00345,MCA,Institute of 45,3,6.13,10.0,2025,0,0,,0,West,7.94,0.1,0,0,1,
Student_00346,Engineering,University 46,2,8.48,10.0,2026,2,8,PSU,2,Central,17.53,0.21,1,1,1,13.4
Student_00347,Engineering,BITS 47,1,7.16,10.0,2025,0,0,,2,South,20.1,0.24,1,1,1,15.23
Student_00348,MBA,State Engineering College 48,2,7.05,10.0,2026,1,6,MNC,5,South,20.16,0.24,1,1,1,5.7
Student_00349,MCA,State Engineering College 49,2,6.0,10.0,2025,2,8,MNC,0,East,8.78,0.11,1,1,1,8.41
Student_00350,MBA,Academy of 50,3,7.04,10.0,2026,1,3,MNC,1,East,11.21,0.13,1,1,1,4.97
Student_00351,MBA,State Engineering College 51,2,8.32,10.0,2024,2,8,NGO,3,West,23.43,0.28,1,1,1,10.18
Student_00352,Engineering,State Engineering College 52,2,7.15,10.0,2026,1,4,PSU,2,North,13.4,0.16,0,1,1,
Student_00353,Engineering,College of 53,3,8.45,10.0,2026,3,6,PSU,3,North,12.55,0.15,1,1,1,3.21
Student_00354,MSc,University 54,2,7.8,10.0,2026,1,6,Startup,2,South,6.46,0.08,1,1,1,3.48
Student_00355,Engineering,College of 55,3,5.89,10.0,2025,0,0,,1,South,10.66,0.13,0,0,0,
Student_00356,Engineering,Academy of 56,3,7.69,10.0,2024,2,4,PSU,2,West,8.98,0.11,1,1,1,7.66
Student_00357,Engineering,State Engineering College 57,2,7.3,10.0,2025,0,0,,4,West,17.27,0.21,1,1,1,7.04
Student_00358,MCA,Institute of 58,3,10.0,10.0,2026,2,6,MNC,5,West,5.84,0.07,1,1,1,5.25
Student_00359,Engineering,State Engineering College 59,2,6.07,10.0,2026,0,0,,1,Central,13.07,0.16,0,1,1,
Student_00360,MSc,University 60,2,7.02,10.0,2026,2,8,MNC,4,Central,8.99,0.11,0,1,1,
Student_00361,Engineering,IIT 61,1,7.82,10.0,2025,1,3,MNC,3,West,20.7,0.25,1,1,1,10.3
Student_00362,MBA,University 62,2,6.65,10.0,2025,2,4,MNC,2,South,19.3,0.23,1,1,1,5.55
Student_00363,MBA,BITS 63,1,7.04,10.0,2024,3,6,MNC,4,South,25.48,0.31,1,1,1,14.28
Student_00364,MSc,State Engineering College 64,2,7.24,10.0,2026,0,0,,1,North,8.11,0.1,0,0,1,
Student_00365,MCA,BITS 65,1,6.18,10.0,2024,3,12,MNC,1,South,12.52,0.15,1,1,1,5.57
Student_00366,MBA,State Engineering College 66,2,6.19,10.0,2026,1,2,NGO,2,West,19.47,0.23,1,1,1,10.18
Student_00367,MSc,Institute of 67,3,8.93,10.0,2025,4,8,MNC,5,South,5.87,0.07,1,1,1,3.39
Student_00368,Engineering,University 68,2,6.13,10.0,2026,2,10,MNC,4,West,14.85,0.18,1,1,1,7.36
Student_00369,Engineering,Academy of 69,3,9.73,10.0,2025,1,5,Startup,5,North,10.03,0.12,1,1,1,5.89
Student_00370,MSc,BITS 70,1,8.28,10.0,2026,3,12,MNC,3,North,11.17,0.13,1,1,1,9.82
Student_00371,Engineering,Academy of 71,3,5.53,10.0,2026,3,12,Startup,1,West,8.99,0.11,0,1,1,
Student_00372,MBA,Regional Institute 72,2,9.31,10.0,2024,5,15,NGO,5,South,20.26,0.24,1,1,1,9.52
Student_00373,MBA,Regional Institute 73,2,6.65,10.0,2026,0,0,,2,East,20.73,0.25,0,0,0,
Student_00374,MBA,IIT 74,1,8.84,10.0,2026,2,12,PSU,3,South,30.08,0.36,1,1,1,26.74
Student_00375,Engineering,Academy of 75,3,8.4,10.0,2024,0,0,,2,South,9.73,0.12,0,0,0,
Student_00376,Engineering,Academy of 76,3,8.24,10.0,2025,0,0,,3,North,9.15,0.11,0,1,1,
Student_00377,MCA,Regional Institute 77,2,5.66,10.0,2025,3,9,Startup,2,North,8.15,0.1,1,1,1,3.0
Student_00378,MCA,IIT 78,1,7.41,10.0,2025,1,3,Startup,2,South,15.7,0.19,1,1,1,8.33
Student_00379,MSc,Institute of 79,3,6.9,10.0,2025,3,6,MNC,3,South,5.19,0.06,0,1,1,
Student_00380,Engineering,Institute of 80,3,5.81,10.0,2024,3,18,MNC,1,South,10.64,0.13,0,0,1,
Student_00381,Engineering,College of 81,3,8.78,10.0,2024,0,0,,3,West,11.42,0.14,0,1,1,
Student_00382,Engineering,University 82,2,7.11,10.0,2025,3,12,MNC,4,West,13.96,0.17,1,1,1,5.88
Student_00383,Engineering,University 83,2,7.64,10.0,2025,1,4,MNC,2,South,16.9,0.2,1,1,1,6.97
Student_00384,Engineering,Institute of 84,3,6.89,10.0,2026,2,8,MNC,4,West,12.34,0.15,0,1,1,
Student_00385,MCA,Regional Institute 85,2,8.98,10.0,2024,1,2,MNC,5,South,11.82,0.14,1,1,1,5.48
Student_00386,Engineering,Institute of 86,3,7.34,10.0,2024,1,2,PSU,4,Central,11.58,0.14,1,1,1,3.96
Student_00387,MBA,State Engineering College 87,2,6.2,10.0,2024,1,6,MNC,1,East,21.39,0.26,0,0,1,
Student_00388,Engineering,IIT 88,1,10.0,10.0,2025,1,4,Startup,5,North,26.81,0.32,1,1,1,14.51
Student_00389,MBA,Regional Institute 89,2,7.03,10.0,2026,5,25,Startup,2,East,16.89,0.2,0,1,1,
Student_00390,Engineering,BITS 90,1,8.25,10.0,2025,0,0,,5,West,22.52,0.27,1,1,1,14.45
Student_00391,Engineering,Academy of 91,3,8.93,10.0,2025,3,6,MNC,5,Central,9.15,0.11,0,1,1,
Student_00392,Engineering,College of 92,3,9.38,10.0,2024,2,4,PSU,5,North,10.36,0.12,1,1,1,4.63
Student_00393,Engineering,State Engineering College 93,2,7.93,10.0,2026,0,0,,2,North,15.21,0.18,0,1,1,
Student_00394,MCA,University 94,2,8.57,10.0,2024,1,5,Startup,4,Central,9.13,0.11,1,1,1,6.66
Student_00395,Engineering,State Engineering College 95,2,7.63,10.0,2024,0,0,,3,South,12.52,0.15,1,1,1,5.88
Student_00396,MSc,University 96,2,8.46,10.0,2024,0,0,,3,Central,9.47,0.11,1,1,1,3.45
Student_00397,MBA,Regional Institute 97,2,9.73,10.0,2024,2,4,NGO,5,North,22.76,0.27,1,1,1,9.53
Student_00398,Engineering,IIT 98,1,6.88,10.0,2026,0,0,,3,North,26.06,0.31,0,1,1,
Student_00399,Engineering,NIT 99,1,7.14,10.0,2026,0,0,,3,South,24.76,0.3,1,1,1,8.83
Student_00400,Engineering,State Engineering College 00,2,8.21,10.0,2026,0,0,,4,South,17.24,0.21,1,1,1,10.04
Student_00401,Engineering,State Engineering College 01,2,9.06,10.0,2026,3,12,Startup,3,North,17.37,0.21,1,1,1,6.46
Student_00402,Engineering,Institute of 02,3,6.0,10.0,2024,1,5,MNC,0,West,12.38,0.15,0,1,1,
Student_00403,MBA,Institute of 03,3,9.33,10.0,2025,2,4,PSU,4,North,14.54,0.17,1,1,1,7.26
Student_00404,Engineering,College of 04,3,8.11,10.0,2024,2,6,MNC,5,South,12.09,0.15,1,1,1,4.2
Student_00405,MCA,NIT 05,1,6.31,10.0,2026,1,6,MNC,2,Central,13.45,0.16,1,1,1,11.66
Student_00406,MBA,BITS 06,1,6.14,10.0,2026,3,6,MNC,1,East,26.71,0.32,1,1,1,9.91
Student_00407,Engineering,BITS 07,1,7.3,10.0,2024,5,10,Startup,2,Central,23.11,0.28,1,1,1,16.27
Student_00408,MBA,Regional Institute 08,2,5.02,10.0,2024,3,12,Startup,0,Central,16.42,0.2,1,1,1,6.15
Student_00409,Engineering,University 09,2,5.34,10.0,2025,0,0,,1,East,12.23,0.15,0,0,1,
Student_00410,MCA,University 10,2,8.08,10.0,2025,1,6,MNC,3,North,10.77,0.13,1,1,1,4.96
Student_00411,Engineering,Academy of 11,3,7.66,10.0,2025,0,0,,4,West,11.13,0.13,0,1,1,
Student_00412,Engineering,College of 12,3,8.01,10.0,2024,0,0,,5,South,10.02,0.12,1,1,1,6.59
Student_00413,MBA,Academy of 13,3,8.85,10.0,2025,0,0,,4,South,16.79,0.2,1,1,1,7.61
Student_00414,Engineering,University 14,2,7.89,10.0,2025,5,20,Startup,2,South,16.61,0.2,1,1,1,6.92
Student_00415,Engineering,Institute of 15,3,5.86,10.0,2026,0,0,,2,West,9.56,0.11,0,0,0,
Student_00416,MSc,University 16,2,8.0,10.0,2024,3,9,Startup,3,West,6.53,0.08,1,1,1,6.42
Student_00417,MCA,State Engineering College 17,2,6.49,10.0,2025,2,12,PSU,3,South,9.78,0.12,1,1,1,5.54
Student_00418,Engineering,State Engineering College 18,2,8.14,10.0,2025,1,6,PSU,5,West,16.54,0.2,1,1,1,5.72
Student_00419,Engineering,Regional Institute 19,2,7.62,10.0,2025,0,0,,4,North,12.29,0.15,0,1,1,
Student_00420,Engineering,State Engineering College 20,2,6.85,10.0,2026,1,3,Startup,2,West,13.7,0.16,0,0,1,
Student_00421,Engineering,State Engineering College 21,2,8.69,10.0,2025,2,6,MNC,5,West,17.01,0.2,1,1,1,9.68
Student_00422,MBA,BITS 22,1,8.68,10.0,2024,2,4,Startup,5,Central,31.45,0.38,1,1,1,13.59
Student_00423,Engineering,BITS 23,1,8.32,10.0,2024,0,0,,2,Central,26.06,0.31,1,1,1,10.15
Student_00424,Engineering,State Engineering College 24,2,8.51,10.0,2025,4,16,MNC,4,South,17.37,0.21,1,1,1,7.23
Student_00425,MBA,NIT 25,1,7.96,10.0,2025,1,5,Startup,3,North,30.18,0.36,1,1,1,20.15
Student_00426,Engineering,Regional Institute 26,2,5.29,10.0,2026,1,6,MNC,0,North,15.93,0.19,0,1,1,
Student_00427,MBA,University 27,2,8.92,10.0,2025,1,6,Startup,4,North,17.47,0.21,1,1,1,14.49
Student_00428,Engineering,IIT 28,1,9.83,10.0,2024,0,0,,4,South,25.35,0.3,1,1,1,13.34
Student_00429,Engineering,University 29,2,5.69,10.0,2025,1,3,NGO,3,North,17.25,0.21,1,1,1,5.63
Student_00430,MCA,Regional Institute 30,2,5.9,10.0,2025,1,3,MNC,3,North,10.38,0.12,1,1,1,3.94
Student_00431,MSc,IIT 31,1,8.45,10.0,2026,0,0,,4,East,12.01,0.14,1,1,1,7.38
Student_00432,Engineering,Academy of 32,3,6.78,10.0,2026,2,6,Startup,2,South,8.63,0.1,0,1,1,
Student_00433,Engineering,BITS 33,1,7.14,10.0,2026,3,18,PSU,3,West,18.64,0.22,1,1,1,17.42
Student_00434,MBA,Regional Institute 34,2,5.85,10.0,2026,3,12,Startup,3,West,21.15,0.25,1,1,1,6.86
Student_00435,Engineering,University 35,2,7.6,10.0,2026,1,3,MNC,1,West,12.05,0.14,1,1,1,5.97
Student_00436,MBA,NIT 36,1,8.0,10.0,2024,2,10,PSU,4,West,26.84,0.32,1,1,1,10.49
Student_00437,MCA,Regional Institute 37,2,8.0,10.0,2026,1,6,MNC,3,North,10.03,0.12,1,1,1,7.38
Student_00438,Engineering,State Engineering College 38,2,8.13,10.0,2025,3,9,Startup,4,North,17.71,0.21,1,1,1,6.91
Student_00439,MBA,State Engineering College 39,2,8.25,10.0,2025,1,3,NGO,4,North,23.47,0.28,1,1,1,13.73
Student_00440,Engineering,Academy of 40,3,7.37,10.0,2024,1,4,Startup,3,East,11.12,0.13,0,1,1,
Student_00441,MBA,Regional Institute 41,2,8.62,10.0,2025,2,6,MNC,4,North,22.77,0.27,0,1,1,
Student_00442,Engineering,Regional Institute 42,2,8.38,10.0,2024,0,0,,2,South,17.99,0.22,1,1,1,5.54
Student_00443,Engineering,College of 43,3,6.4,10.0,2026,3,18,Startup,1,South,12.38,0.15,0,1,1,
Student_00444,MCA,State Engineering College 44,2,7.39,10.0,2025,1,5,MNC,2,North,11.76,0.14,0,1,1,
Student_00445,MBA,NIT 45,1,9.37,10.0,2024,2,12,NGO,5,South,35.44,0.43,1,1,1,10.75
Student_00446,MBA,College of 46,3,8.77,10.0,2025,2,4,PSU,4,North,12.08,0.14,1,1,1,7.38
Student_00447,MBA,Academy of 47,3,8.65,10.0,2026,0,0,,4,South,13.75,0.16,0,0,1,
Student_00448,MBA,Institute of 48,3,7.67,10.0,2026,0,0,,3,West,11.71,0.14,1,1,1,4.41
Student_00449,MBA,State Engineering College 49,2,6.86,10.0,2024,2,12,MNC,3,West,17.02,0.2,0,1,1,
Student_00450,Engineering,University 50,2,7.85,10.0,2025,2,4,MNC,4,South,16.78,0.2,1,1,1,15.25
Student_00451,MCA,Regional Institute 51,2,8.53,10.0,2026,1,3,Startup,2,West,10.23,0.12,1,1,1,8.67
Student_00452,MCA,Academy of 52,3,10.0,10.0,2025,0,0,,5,North,6.41,0.08,1,1,1,6.23
Student_00453,Engineering,BITS 53,1,7.94,10.0,2026,1,2,MNC,3,South,22.4,0.27,1,1,1,8.81
Student_00454,MBA,Regional Institute 54,2,8.38,10.0,2025,4,12,PSU,4,West,19.94,0.24,1,1,1,9.34
Student_00455,Engineering,BITS 55,1,7.28,10.0,2024,4,12,NGO,3,South,18.99,0.23,1,1,1,7.65
Student_00456,MCA,State Engineering College 56,2,7.66,10.0,2024,3,12,Startup,2,South,11.73,0.14,1,1,1,6.22
Student_00457,MCA,State Engineering College 57,2,6.44,10.0,2024,1,4,PSU,1,West,8.69,0.1,1,1,1,6.79
Student_00458,MBA,College of 58,3,6.33,10.0,2024,1,3,PSU,1,West,13.28,0.16,0,1,1,
Student_00459,MSc,University 59,2,4.41,10.0,2025,0,0,,0,North,9.08,0.11,1,1,1,3.47
Student_00460,Engineering,State Engineering College 60,2,10.0,10.0,2024,0,0,,5,East,17.82,0.21,1,1,1,12.31
Student_00461,Engineering,BITS 61,1,8.2,10.0,2025,0,0,,5,East,26.44,0.32,1,1,1,15.44
Student_00462,MCA,State Engineering College 62,2,6.94,10.0,2025,0,0,,1,West,11.79,0.14,0,0,1,
Student_00463,Engineering,Regional Institute 63,2,6.75,10.0,2026,1,3,NGO,3,North,15.39,0.18,1,1,1,6.78
Student_00464,MCA,BITS 64,1,5.41,10.0,2024,1,5,MNC,0,Central,12.02,0.14,1,1,1,3.0
Student_00465,Engineering,University 65,2,9.61,10.0,2026,1,5,Startup,4,West,16.54,0.2,1,1,1,13.96
Student_00466,Engineering,State Engineering College 66,2,7.87,10.0,2024,2,8,NGO,4,South,15.12,0.18,1,1,1,7.1
Student_00467,Engineering,NIT 67,1,8.73,10.0,2025,1,4,MNC,3,Central,26.65,0.32,1,1,1,19.52
Student_00468,MBA,College of 68,3,7.29,10.0,2026,4,8,PSU,4,East,12.0,0.14,1,1,1,5.78
Student_00469,MSc,State Engineering College 69,2,8.1,10.0,2025,3,9,MNC,3,South,7.6,0.09,1,1,1,4.31
Student_00470,MBA,Regional Institute 70,2,5.0,10.0,2024,2,10,PSU,0,South,21.48,0.26,1,1,1,5.71
